atoms,err_energy,err_force_x,err_force_y,err_force_z
16,44.23779840599682,-49.227870204813534,52.163800037478964,-52.101199718619384
32,41.95128319584735,-41.61872340079182,-44.265066799345774,43.45331903042421
64,34.6127152281096,-39.429568534059925,-38.32527491047273,-38.49517166261273
